7.602939669756740050e-03 6.265539067132168405e-03 3.866321460429317323e-03 4.088899442612447242e-04
7.894031375345533438e-03 6.965395439288669770e-03 3.187044644376801038e-03 4.248524428595430139e-04
8.197448366778065793e-03 8.274530245336720116e-03 3.133995152353242532e-03 4.414789109949030801e-04
8.513664382662834360e-03 5.779811773726839692e-03 2.236656667027775089e-03 4.587953064132897752e-04
8.843173145690977691e-03 3.519538452174276761e-03 1.416023232647566554e-03 4.768286725984861797e-04
9.186489130896577371e-03 7.742120228793697434e-03 1.748723797345935792e-03 4.956071810563537341e-04
9.544148373307630162e-03 4.723565966411180130e-03 1.240328289165982785e-03 5.151601757084548058e-04
9.916709301352039790e-03 3.035585614401856147e-03 8.697429971069721389e-04 5.355182189666535296e-04
1.030475361003085205e-02 3.415013004382661498e-03 8.150314381662122128e-04 5.567131399965305569e-04
1.070888717123570991e-02 5.496460183939847616e-03 9.372748243678797166e-04 5.787780851183799624e-04
1.112974097303600328e-02 4.541250490697893924e-03 7.647879832144054623e-04 6.017475701111528637e-04
1.156797211348144748e-02 2.837182280018837703e-03 5.493274586293380194e-04 6.256575353240076192e-04
1.202426482464392064e-02 3.103466260154244972e-03 5.260939141252661978e-04 6.505454028248267581e-04
1.249933153422920669e-02 2.671983242430901479e-03 4.509210267761334088e-04 6.764501358845929554e-04
1.299391398142016318e-02 2.514530348782372839e-03 3.968956709999547916e-04 7.034123014137992408e-04
1.350878438267004260e-02 2.812465738203423840e-03 3.906838077231436458e-04 7.314741352664267185e-04
1.404474662642210894e-02 2.698027113966829874e-03 3.517219536155114152e-04 7.606796097694843621e-04
1.460263753088364598e-02 2.375544030267818466e-03 3.107563940870172281e-04 7.910745046966886386e-04
1.518332815536206984e-02 2.494048938129464748e-03 2.962267923119980394e-04 8.227064814428608182e-04
1.578772516588581448e-02 2.161197478173624946e-03 2.599523852145540831e-04 8.556251605061016225e-04
1.641677221932650102e-02 1.700210468918160770e-03 2.235617485085720417e-04 8.898822011652506242e-04
1.707145148003232082e-02 1.607015654170640016e-03 2.086381819722344310e-04 9.255313872817320193e-04
1.775278513041421077e-02 1.722412981749645326e-03 2.081210189889941557e-04 9.626287146753804936e-04
1.846183696648285438e-02 1.533203920950812699e-03 1.908830814197371990e-04 1.001232483248376548e-03
1.919971405655325133e-02 1.821219647993029033e-03 2.030989116091485734e-04 1.041403393251357249e-03
